City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
310,Cherdyn',RU,53.37,clear sky,60.403,56.4787,"Baza Otdykha ""Severnyy Ural"""
311,Rundu,,59.76,clear sky,-17.9333,19.7667,Millennia Estate
314,Krutinka,RU,61.03,moderate rain,56.0055,71.5113,Motel Uyut
319,Hearst,CA,64.65,few clouds,49.6835,-83.6665,Companion
320,Raisen,IN,71.6,moderate rain,23.3333,77.8,Hotel Amogh
324,Timrå,SE,61.68,overcast clouds,62.487,17.3257,Bergefors park
326,Leningradskiy,RU,35.65,overcast clouds,69.3833,178.4167,Gostinitsa
327,Talant,FR,59.61,few clouds,47.3369,5.0089,Hôtel Restaurant Campanile Dijon Gare
328,Igrim,RU,57.83,light rain,63.1906,64.4162,Obshchezhitiye Uchebno-Proizvodstvennogo Tsentra
329,Port Shepstone,ZA,67.32,overcast clouds,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
330,Springbok,ZA,54.68,few clouds,-29.6643,17.8865,Undulata Country Lodge
332,Paamiut,GL,47.95,light rain,61.994,-49.6678,Hotel Ivaana
333,Quelimane,MZ,69.75,clear sky,-17.8786,36.8883,Hotel Flamingo
334,Kiruna,SE,45.52,overcast clouds,67.8557,20.2251,Camp Ripan
336,Ferme-Neuve,CA,65.98,overcast clouds,46.7001,-75.4493,Pourvoirie Club Fontbrune Ltee
337,Ilesha,NG,71.56,light rain,7.1371,5.2583,Tosap Guest House
340,Alghero,IT,71.69,clear sky,40.5589,8.3181,Villa Las Tronas Hotel & Spa
342,Turukhansk,RU,53.78,scattered clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
343,Port Victoria,KE,70.61,broken clouds,0.0939,33.9756,Homepark motel
344,Belmonte,BR,71.6,broken clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
346,Toamasina,MG,66.2,light rain,-18.1667,49.3833,Hotel H1
347,Carballo,ES,65.55,overcast clouds,43.213,-8.691,Pazo do Souto
350,Blyth,GB,58.66,few clouds,55.1271,-1.5086,Carlton house
352,Mtwara,TZ,72.73,few clouds,-10.2667,40.1833,TIL Hotels Mtwara
353,Deūlgaon Rāja,IN,73.74,overcast clouds,20.0167,76.0333,Hotel YOGIRAJ LODGING & BOARDIING
354,Nkhotakota,MW,68.81,broken clouds,-12.9274,34.2961,Sitima Inn
355,North Bay,CA,71.62,broken clouds,46.3168,-79.4663,"Holiday Inn Express & Suites North Bay, an IHG Hotel"
356,Rāybāg,IN,71.37,broken clouds,16.4833,74.7833,SHREE RAM TRADERS
357,Bariloche,AR,49.75,scattered clouds,-41.1456,-71.3082,Hotel Patagonia
358,Gornopravdinsk,RU,60.73,overcast clouds,60.05,69.9,Burovik
361,Siavonga,ZM,67.57,clear sky,-16.5382,28.7088,Lavongora Waterfront Lodge
362,Ouésso,CG,72.52,overcast clouds,1.6136,16.0517,ABENIE Hotel
364,Maniwaki,CA,66.58,overcast clouds,46.3834,-75.966,Centre Chateau Logue
367,Inhambane,MZ,58.98,clear sky,-23.865,35.3833,Oceano
368,Berlevåg,NO,57.0,light rain,70.8578,29.0864,Kvitbrakka
370,Alvand,IR,62.4,overcast clouds,36.3187,49.1678,مجتمع تفریحی لاله هیدج
371,Colares,PT,72.28,few clouds,38.7992,-9.4469,Arribas Sintra Hotel
372,Salta,AR,66.79,clear sky,-24.7859,-65.4117,Hotel Alejandro I
375,Narsaq,GL,61.02,overcast clouds,60.9167,-46.05,Narsaq Kayak Hostel
378,Río Gallegos,AR,53.65,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
379,Carnarvon,AU,50.07,clear sky,-24.8667,113.6333,Hospitality Carnarvon
382,Tibati,CM,67.35,light rain,6.4667,12.6333,Tibati Hotel
388,Soyo,AO,72.91,few clouds,-6.1349,12.3689,Hotel Mpampa
389,Paso de Carrasco,UY,55.85,few clouds,-34.8603,-56.0522,Hotel Sofitel Montevideo Casino Carrasco and Spa
391,Lomme,FR,63.68,scattered clouds,50.6436,2.9872,Couvent des Minimes de Lille
393,Ust'-Tarka,RU,62.08,light rain,55.5672,75.705,Pearl of Siberia
397,Wellington,NZ,46.06,scattered clouds,-41.2866,174.7756,CityLife Wellington
399,Tvedestrand,NO,60.33,overcast clouds,58.622,8.9315,Tvedestrand Fjordhotell
400,Roald,NO,55.17,broken clouds,62.5833,6.1333,Flem Cabins
401,Geraldton,AU,45.01,scattered clouds,-28.7667,114.6,Broadwater Mariner Resort
402,Mahanoro,MG,64.6,scattered clouds,-19.9,48.8,BUNGALOW MAHAMANINA
407,Kitgum,UG,67.91,light rain,3.2783,32.8867,Jaflo Gardens Hotel
409,Cuenca,EC,64.53,light rain,-2.8833,-78.9833,Hotel Cuenca
411,Huarmey,PE,69.55,clear sky,-10.0681,-78.1522,Hotel Miramar
413,Harar,ET,61.18,broken clouds,9.3094,42.1258,Amir Cultural Harari Guesthouse
415,Ürümqi,CN,67.15,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
416,Beira,MZ,64.49,clear sky,-19.8436,34.8389,Beira Terrace Hotel
417,Liverpool,GB,64.18,scattered clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
418,Walvis Bay,,74.35,clear sky,-22.9575,14.5053,Oyster Box Guesthouse
421,Kyotera,UG,63.14,clear sky,-0.6156,31.5175,NEW PARADISE GUEST HOUSE
430,Yugo-Kamskiy,RU,60.82,overcast clouds,57.7053,55.5894,"Deti Vetra, Turisticheskiy Kompleks"
432,Camabatela,AO,66.47,clear sky,-8.1881,15.375,Pensão E Restaurantes
433,Ourém,PT,69.55,broken clouds,39.6417,-8.5919,Pousada Ourém
435,Gobabis,,52.54,clear sky,-22.45,18.9667,Goba Lodge
436,Onguday,RU,51.22,clear sky,50.75,86.15,Barskaya Usad'ba
437,Mugumu,TZ,68.09,overcast clouds,-1.85,34.7,Lemala Mara
438,Kjøllefjord,NO,49.78,moderate rain,70.9457,27.3465,Hotel Nordkyn
439,Khanbari,NP,73.45,overcast clouds,27.3747,87.2039,Sainik Hotel And Lodge
441,Margate,GB,61.7,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
448,Rawson,AR,64.71,few clouds,-43.3002,-65.1023,Hosteria Sampedro
450,Leeuwarden,NL,61.0,broken clouds,53.2014,5.8086,Bastion Hotel Leeuwarden
451,Ribnitz-Damgarten,DE,64.11,broken clouds,54.25,12.4667,Perle am Bodden
455,Mattru,SL,73.54,light rain,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
462,Rabat,MA,71.01,clear sky,33.9911,-6.8401,Hôtel Mercure Rabat Sheherazade
465,Eidsvåg,NO,53.65,overcast clouds,62.7767,8.0668,Eidsvåg Fjordhotell
466,Mosquera,CO,64.49,broken clouds,4.7059,-74.2302,Hotel SJ
467,Bargi,IN,73.26,overcast clouds,22.9833,79.8667,Kartik Kiran Bekry
468,Provincia di Savona,IT,72.28,broken clouds,44.3,8.2667,B&B Le Stanze del Moro
469,Ancud,CL,51.33,broken clouds,-41.8697,-73.8203,Hotel Arena Gruesa
473,Barcelos,PT,65.91,overcast clouds,41.5388,-8.6151,Hotel Do Terço
474,Kasama,ZM,54.12,clear sky,-10.2129,31.1808,Kalebalika Cottages
475,Seabra,BR,73.13,scattered clouds,-12.4186,-41.7703,Cambuí Hotel
477,Kholmogory,RU,62.71,overcast clouds,64.2229,41.656,Гостевая комната
479,Rivera,UY,59.9,clear sky,-30.9053,-55.5508,Hotel Casino & Resort Rivera
484,Channel-Port aux Basques,CA,62.15,clear sky,47.5702,-59.1367,St. Christopher's Hotel
486,Dvinskoy,RU,58.59,overcast clouds,62.1535,45.1175,Gostinitsa Dvinskaya
491,Lærdal,NO,66.52,few clouds,61.098,7.4816,Laerdal Holiday and Leisure Park
493,Dundee,GB,58.48,scattered clouds,56.5,-2.9667,101 Broughty Ferry Road
494,Colwyn Bay,GB,63.82,clear sky,53.2948,-3.7267,Bryn Woodlands House
495,Chimala,TZ,60.22,clear sky,-8.85,34.0167,Pangani Guest House
496,Reine,NO,48.42,overcast clouds,67.9325,13.0895,Eliassen Rorbuer
498,Forsytheganj,BY,71.91,overcast clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
499,Likhoslavl',RU,61.79,overcast clouds,57.1275,35.464,Pirani Hotel
502,Āron,IN,72.32,heavy intensity rain,24.3833,77.4167,Shri Ram marriage garden aron
506,Trelew,AR,66.45,broken clouds,-43.249,-65.3051,Hotel Touring Club
509,Arrondissement de Troyes,FR,62.94,clear sky,48.3333,4.0833,Logis Hôtel des Sources
511,Abū Zabad,SD,74.3,overcast clouds,12.35,29.25,حامد محمد نور
514,Yayva,RU,57.18,scattered clouds,59.3303,57.2641,Yayvinskaya Inn
518,Kushmurun,KZ,73.51,clear sky,52.4503,64.6311,Gostinitsa Pri Depo
528,Havøysund,NO,45.48,light rain,70.9963,24.6622,Arctic View Glamping & Restaurant
529,Buta,CD,70.75,overcast clouds,2.7858,24.73,HOTEL BISO NA BISO
531,Chebarkul',RU,64.6,overcast clouds,54.9749,60.3633,"Ural'skiye Zori, Gostinichnyy Kompleks"
533,Vokhma,RU,62.78,light rain,58.9303,46.7586,"Gostinitsa ""Yelki-Palki"""
536,Kristiansand,NO,60.85,few clouds,58.1467,7.9956,Clarion Hotel Ernst
538,Quito,EC,65.35,light rain,-0.2299,-78.5249,Hotel Boutique Plaza Sucre
539,Marawi,PH,71.65,overcast clouds,7.9986,124.2928,Derogongan Residence
544,Goderich,CA,68.04,broken clouds,43.7501,-81.7165,Harmony Inn
546,At-Bashi,KG,56.14,overcast clouds,41.1702,75.8106,Hostel At-Bashy
549,Taltal,CL,64.13,few clouds,-25.4,-70.4833,Residencial Karime
550,Itaqui,BR,66.07,clear sky,-29.1253,-56.5531,HOTEL BIASI - ITAQUI/RS
551,Chimbote,PE,68.54,clear sky,-9.0853,-78.5783,Hotel Viera Chimbote
552,Pasinler,TR,65.39,overcast clouds,39.9803,41.6764,Kır Evi (Dağa Yakın)
555,Hargeisa,SO,72.77,broken clouds,9.56,44.065,City Center Hotel
556,Bollnäs,SE,55.38,overcast clouds,61.3482,16.3946,Grand Hotel
557,Krasne,UA,65.55,heavy intensity rain,49.9145,24.6134,Feniks
558,San Juan,AR,67.84,clear sky,-31.5375,-68.5364,Hotel Provincial
559,Bonavista,CA,73.4,overcast clouds,48.6499,-53.1147,Abbott's Bed & Breakfast
561,Neuquén,AR,58.89,clear sky,-38.9516,-68.0591,Hotel del Comahue
562,Viedma,AR,59.05,clear sky,-40.8135,-62.9967,Hotel Cristal
563,Richmond Hill,CA,72.88,overcast clouds,43.8711,-79.4372,Travelodge by Wyndham Richmond Hill
565,Funtua,NG,69.39,light rain,11.5233,7.3081,Sani Jikan Mallam Hotel
566,Hirtshals,DK,57.02,few clouds,57.5881,9.9592,Montra Skaga Hotel
571,Salisbury,GB,65.23,broken clouds,51.0693,-1.7957,Mercure Salisbury White Hart Hotel
575,Pangody,RU,59.36,overcast clouds,65.85,74.4859,Elizaveta Shevchuk's House
581,Matagami,CA,60.91,broken clouds,49.7502,-77.6328,Hôtel Matagami
583,Bandraboua,YT,74.88,clear sky,-12.7044,45.1223,HASSANI Mikidachi
584,Usakos,,66.11,clear sky,-22.0,15.6,Hotel Pension Bahnhof
585,Severodvinsk,RU,62.71,overcast clouds,64.5635,39.8302,Park Hotel
586,Ibadan,NG,72.81,overcast clouds,7.3878,3.8964,Majerita Hotel And Suites
587,Ust'-Kan,RU,50.07,clear sky,50.9276,84.761,Mini-hotel na Leninskoy
590,Sambava,MG,68.7,light rain,-14.2667,50.1667,Melrose
591,Corrientes,AR,73.36,clear sky,-27.4806,-58.8341,Gran Hotel Guaraní
592,Kupino,RU,62.92,broken clouds,54.3663,77.2981,Hotel Sibiria Inn
593,Tías,ES,71.35,few clouds,28.9611,-13.645,Hotel Beatriz Playa & SPA
594,Den Helder,NL,61.99,broken clouds,52.9599,4.7593,Hotel Den Helder
597,Rio Grande,BR,53.71,scattered clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
598,Arrondissement de Montbrison,FR,61.14,few clouds,45.6667,4.0833,Hostellerie Del Matin Calme Hôtel à Montbrison
600,Buenos Aires,AR,61.79,clear sky,-34.6132,-58.3772,Hotel NH Buenos Aires City
601,Novy Urengoy,RU,58.84,overcast clouds,66.0833,76.6333,Apartments Moy Dom na Gubkina
603,Tazovsky,RU,53.17,overcast clouds,67.4667,78.7,TazHostel
605,Juba,SS,74.71,overcast clouds,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
606,Kaupanger,NO,66.69,few clouds,61.1845,7.2404,Vesterland Holiday Park
